Path,Author,Modifier,DateCreated,DateSaved
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Muranga South/MOH 711B_Integrated Summary_Reproductive Health_TB_Malaria_CHANNIS_HIV_AIDS 2010.xls,HMIS,MOH,2/11/2008 10:11,6/24/2010 7:06
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Muranga South/MOH 105_Service Delivery Summary.xls,Robert Wathondu,user,2/7/2008 13:50,7/15/2008 6:36
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Muranga South/MOH 711B_Integrated Summary_Reproductive Health_TB_Malaria_CHANNIS_HIV_AIDS.xls,HMIS, ,2/11/2008 10:11,1/12/2009 8:39
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Muranga South/MOH 718 Inpatient Morbidity And Mortality Monthly Summary.xls,ROOM 37 HIS, ,1/15/2010 22:37,2/9/2010 13:24
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Muranga South/MOH 705A_Out Patient Summary_Under 5 years 2011.xls,Robert Wathondu,Samuel,1/27/2008 13:30,1/29/2010 18:03
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Muranga South/MOH 705A_Out Patient Summary_Under 5 years 2010.xls,Robert Wathondu,HAO,1/27/2008 13:30,12/8/2010 6:47
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Muranga South/MOH 105_Service Delivery Summary AOP5.xls,Samuel Cheburet, ,2/7/2008 13:50,7/16/2010 9:18
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Muranga South/MOH 705A_Out Patient Summary_Under 5 years.xls,Robert Wathondu, ,1/27/2008 13:30,1/12/2009 5:52
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Muranga South/MOH 711B_Integrated Summary_Reproductive Health_TB_Malaria_CHANNIS_HIV_AIDS 2011.xls,Samuel,CHEBURET,1/29/2010 16:35,8/9/2010 17:09
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Muranga South/INPATIENT ADMINISTRATIVE STATISTICS.xls,Not working,,,
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Muranga South/MOH 105_Service Delivery Summary FY08-09.xls,Samuel Cheburet, ,2/7/2008 13:50,12/10/2009 6:49
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Samburu North/Inpatient Morbidity and Mortality Summary-January.xls,Not working,,,
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Samburu North/MOH 105_Servic Delivery Summary AOP5.xls,Samuel Cheburet,Samuel,2/7/2008 13:50,10/2/2010 8:22
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Samburu North/MOH 705B_Out Patient Summary_Over 5 years 2011.xls,Robert Wathondu,Samuel,1/27/2008 13:30,1/29/2010 18:05
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Samburu North/MOH 710_Immunization Summary  2009.xls,Robert Wathondu, ,2/7/2008 14:06,1/22/2010 7:54
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Samburu North/MOH 710_Immunization Summary 2010.xls,Robert Wathondu, ,2/7/2008 14:06,1/15/2011 20:29
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Samburu North/SAMBURU NORTH  MOH 711B_Integrated Summary _Reproductive Health_TB_Malaria_CHANNIS_HIV_AIDS 2010.xls,Not working,,,
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Samburu North/MOH 717 Service Statistics- Workload 2011 (99).xls,D. Muania, ,8/10/2005 10:27,1/15/2011 18:32
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Samburu North/Hospital Administarative Statistics 2011.xls,D. Muania,SAMUEL,8/9/2005 5:07,2/2/2011 16:06
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Samburu North/SAMBURU NORTH MOH 710_Immunization Summary 2010_2.xls,Not working,,,
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Samburu North/MOH 105_Service Delivery Summary AOP6.xls,Samuel Cheburet,gichuki,2/7/2008 13:50,7/20/2011 9:18
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Samburu North/MOH 717 Service Statistics- Workload 2011.xls,D. Muania,SAMUEL,8/10/2005 10:27,2/2/2011 10:00
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Samburu North/Hospital Administrative Statistics 2011.xls,Not working,,,
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Samburu North/MOH 705A_Out Patient Summary_Under 5 years 2009.xls,Robert Wathondu,HOMELAND,1/27/2008 13:30,9/15/2010 19:56
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Samburu North/Analysis.xls,,HMIS,10/14/1996 23:33,5/17/2007 16:13
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Samburu North/MOH 105_Servic Delivery Summary FY09-10.xls,Samuel Cheburet, ,2/7/2008 13:50,9/29/2010 16:54
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Samburu North/SAMBURU NORTH INPATIENT ADMINISTRATIVE STATISTICS.xls,D. Muania, ,8/9/2005 5:07,1/31/2010 10:49
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Samburu North/MOH 710_Immunization Summary 2011.xls,Robert Wathondu,Samuel,2/7/2008 14:06,1/29/2010 18:05
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Samburu North/MOH 705B_Out Patient Summary_Over 5 years 2010.xls,Robert Wathondu, ,1/27/2008 13:30,1/15/2011 13:15
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Samburu North/SAMBURU NORTH MOH 705B_Out Patient Summary_Over 5 years 2010.xls,Robert Wathondu, ,1/27/2008 13:30,7/16/2010 6:37
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Samburu North/MOH 711B_Integrated Summary_Reproductive Health_TB_Malaria_CHANNIS_HIV_AIDS  2009.xls,HMIS, ,2/11/2008 10:11,1/24/2010 9:29
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Samburu North/MOH 705B_Out Patient Summary_Over 5 years.xls,Robert Wathondu,F. TABULEY,1/27/2008 13:30,1/15/2009 15:35
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Samburu North/MOH 710_Immunization Summary.xls,Robert Wathondu,F. TABULEY,2/7/2008 14:06,1/14/2009 11:21
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Samburu North/MOH 705B_Out Patient Summary_Over 5 years  2009.xls,Robert Wathondu,HOMELAND,1/27/2008 13:30,9/15/2010 20:09
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Samburu North/DISTRICT WORKLOAD MOH 717.xls,D. Muania, ,8/10/2005 10:27,1/24/2010 9:42
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Samburu North/MOH 711B_Integrated Summary_Reproductive Health_TB_Malaria_CHANNIS_HIV_AIDS 2010.xls,Samuel, ,1/29/2010 16:35,1/16/2011 19:16
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Samburu North/MOH 105_Service Delivery Summary.xls,Robert Wathondu,HMIS,2/7/2008 13:50,4/21/2008 12:29
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Samburu North/MOH 711B_Integrated Summary_Reproductive Health_TB_Malaria_CHANNIS_HIV_AIDS.xls,HMIS,F. TABULEY,2/11/2008 10:11,1/13/2009 17:14
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Samburu North/MOH 705A_Out Patient Summary_Under 5 years 2011.xls,Robert Wathondu,Samuel,1/27/2008 13:30,1/29/2010 18:03
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Samburu North/MOH 705A_Out Patient Summary_Under 5 years 2010.xls,Robert Wathondu, ,1/27/2008 13:30,1/15/2011 13:07
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Samburu North/MOH 105_Service Delivery Summary AOP5.xls,Samuel Cheburet,CHEBURET,2/7/2008 13:50,9/16/2010 20:15
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Samburu North/MOH 705A_Out Patient Summary_Under 5 years.xls,Robert Wathondu,F. TABULEY,1/27/2008 13:30,1/15/2009 15:24
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Samburu North/MOH 711B_Integrated Summary_Reproductive Health_TB_Malaria_CHANNIS_HIV_AIDS 2011.xls,Samuel,CHEBURET,1/29/2010 16:35,8/9/2010 17:09
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Samburu North/INPATIENT ADMINISTRATIVE STATISTICS.xls,D. Muania, ,8/9/2005 5:07,11/16/2010 9:50
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Samburu North/MOH 105_Service Delivery Summary FY08-09.xls,Samuel Cheburet, ,2/7/2008 13:50,9/20/2010 8:26
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Samburu North/IMMUNISATION INDICATORS - 2009.xls,Robert Wathondu, ,2/7/2008 14:06,1/24/2010 9:47
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Migwani/MOH 705B_Out Patient Summary_Over 5 years 2011.xls,Robert Wathondu,user,1/27/2008 13:30,7/18/2011 11:22
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Migwani/MOH 710_Immunization Summary 2010.xls,Robert Wathondu,Samuel,2/7/2008 14:06,1/29/2010 18:05
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Migwani/W-LORD2011.xls,D. Muania,user,8/10/2005 10:27,2/24/2011 13:38
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Migwani/Hospital Administarative Statistics 2011.xls,D. Muania,user,8/9/2005 5:07,7/18/2011 13:13
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Migwani/MOH 105_Service Delivery Summary AOP6.xls,Samuel Cheburet,user,2/7/2008 13:50,7/18/2011 10:33
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Migwani/MOH 717 Service Statistics- Workload 2011.xls,D. Muania,user,8/10/2005 10:27,2/22/2011 7:14
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Migwani/W-LORD2010.xls,D. Muania,user,8/10/2005 10:27,1/25/2011 13:47
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Migwani/MOH 710_Immunization Summary 2011.xls,Robert Wathondu,user,2/7/2008 14:06,7/18/2011 11:04
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Migwani/MOH 705B_Out Patient Summary_Over 5 years 2010.xls,Robert Wathondu,Samuel,1/27/2008 13:30,1/29/2010 18:05
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Migwani/MOH 711B_Integrated Summary_Reproductive Health_TB_Malaria_CHANNIS_HIV_AIDS 2010.xls,Samuel,CHEBURET,1/29/2010 16:35,8/9/2010 17:09
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Migwani/MOH 105_Service Delivery Summary.xls,Robert Wathondu,Authorised user,2/7/2008 13:50,11/11/2009 19:34
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Migwani/MOH 717 Service Statistics- Workload.xls,D. Muania,user,8/10/2005 10:27,7/18/2011 12:57
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Migwani/MOH 705A_Out Patient Summary_Under 5 years 2011.xls,Robert Wathondu,user,1/27/2008 13:30,7/18/2011 11:58
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Migwani/MOH 705A_Out Patient Summary_Under 5 years 2010.xls,Robert Wathondu,Samuel,1/27/2008 13:30,1/29/2010 18:03
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Migwani/MOH 105_Service Delivery Summary AOP5.xls,Samuel Cheburet,SAMUEL,2/7/2008 13:50,10/4/2011 15:00
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Migwani/MOH 711B_Integrated Summary_Reproductive Health_TB_Malaria_CHANNIS_HIV_AIDS 2011.xls,Samuel,user,1/29/2010 16:35,7/18/2011 14:20
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Migwani/MOH 105_Service Delivery Summary FY08-09.xls,Samuel Cheburet,SAMUEL,2/7/2008 13:50,10/4/2011 15:00
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/KNH/Koibatek/MOH 710_Immunization Summary  2009.xls,Robert Wathondu,user,2/7/2008 14:06,1/13/2010 12:06
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/KNH/Koibatek/MOH 710_Immunization Summary 2010.xls,Robert Wathondu,user,2/7/2008 14:06,8/14/2010 7:41
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/KNH/Koibatek/MOH 105_Service Delivery Summary AOP6.xls,Samuel Cheburet,HMIS,2/7/2008 13:50,8/4/2008 10:08
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/KNH/Koibatek/MOH 705A_Out Patient Summary_Under 5 years 2009.xls,Robert Wathondu,user,1/27/2008 13:30,3/3/2010 8:53
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/KNH/Koibatek/Analysis.xls,,HMIS,10/14/1996 23:33,5/17/2007 16:13
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/KNH/Koibatek/MOH 705B_Out Patient Summary_Over 5 years 2010.xls,Robert Wathondu,user,1/27/2008 13:30,8/14/2010 7:21
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/KNH/Koibatek/MOH 711B_Integrated Summary_Reproductive Health_TB_Malaria_CHANNIS_HIV_AIDS  2009.xls,HMIS,user,2/11/2008 10:11,3/3/2010 8:48
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/KNH/Koibatek/MOH 705B_Out Patient Summary_Over 5 years.xls,Robert Wathondu, Records,1/27/2008 13:30,1/14/2009 11:30
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/KNH/Koibatek/MOH 710_Immunization Summary.xls,Robert Wathondu, Records,2/7/2008 14:06,1/14/2009 13:22
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/KNH/Koibatek/MOH 705B_Out Patient Summary_Over 5 years  2009.xls,Robert Wathondu,user,1/27/2008 13:30,3/3/2010 8:13
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/KNH/Koibatek/MOH 711B_Integrated Summary_Reproductive Health_TB_Malaria_CHANNIS_HIV_AIDS 2010.xls,Samuel,user,1/29/2010 16:35,8/14/2010 8:38
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/KNH/Koibatek/MOH 105_Service Delivery Summary.xls,Robert Wathondu,user,2/7/2008 13:50,2/25/2001 22:30
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/KNH/Koibatek/MOH 711B_Integrated Summary_Reproductive Health_TB_Malaria_CHANNIS_HIV_AIDS.xls,HMIS, Records,2/11/2008 10:11,1/14/2009 12:30
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/KNH/Koibatek/MOH 705A_Out Patient Summary_Under 5 years 2010.xls,Robert Wathondu,user,1/27/2008 13:30,8/14/2010 7:20
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/KNH/Koibatek/MOH 105_Service Delivery Summary AOP5.xls,Samuel Cheburet,user,2/7/2008 13:50,7/15/2010 13:11
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/KNH/Koibatek/MOH 705A_Out Patient Summary_Under 5 years.xls,Robert Wathondu,user,1/27/2008 13:30,5/19/2009 13:10
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/KNH/Koibatek/INPATIENT ADMINISTRATIVE STATISTICS.xls,D. Muania,user,8/9/2005 5:07,6/15/2010 13:05
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/KNH/Koibatek/MOH 105_Service Delivery Summary FY08-09.xls,Samuel Cheburet,user,2/7/2008 13:50,9/29/2009 6:47
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Kisumu West/MOH 705B_Out Patient Summary_Over 5 years 2011.xls,Robert Wathondu,DMOH,1/27/2008 13:30,3/9/2011 11:22
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Kisumu West/MOH 105_Service Delivery Summary FT09-10.xls,Samuel Cheburet,owner,2/7/2008 13:50,7/17/2010 10:07
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Kisumu West/MOH 710_Immunization Summary  2009.xls,Robert Wathondu,owner,2/7/2008 14:06,2/1/2010 13:51
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Kisumu West/MOH 710_Immunization Summary 2010.xls,Robert Wathondu,owner,2/7/2008 14:06,1/10/2011 10:36
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Kisumu West/Hospital Administarative Statistics 2011.xls,D. Muania,SAMUEL,8/9/2005 5:07,2/2/2011 16:06
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Kisumu West/MOH 717 Service Statistics- Workload 2010.xls,D. Muania,owner,8/10/2005 10:27,1/10/2011 11:21
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Kisumu West/MOH 105_Service Delivery Summary AOP6.xls,Samuel Cheburet,SAMUEL,2/7/2008 13:50,9/25/2011 20:41
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Kisumu West/MOH 717 Service Statistics- Workload 2011.xls,D. Muania,SAMUEL,8/10/2005 10:27,2/2/2011 10:00
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Kisumu West/Hospital Administrative Statistics 2011.xls,Not working,,,
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Kisumu West/MOH 705A_Out Patient Summary_Under 5 years 2009.xls,Robert Wathondu,owner,1/27/2008 13:30,1/15/2010 8:07
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Kisumu West/MOH 710_Immunization Summary 2011.xls,Robert Wathondu,DMOH,2/7/2008 14:06,3/10/2011 9:16
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Kisumu West/MOH 705B_Out Patient Summary_Over 5 years 2010.xls,Robert Wathondu,owner,1/27/2008 13:30,1/10/2011 9:52
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Kisumu West/MOH 711B_Integrated Summary_Reproductive Health_TB_Malaria_CHANNIS_HIV_AIDS  2009.xls,HMIS,owner,2/11/2008 10:11,1/15/2010 8:09
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Kisumu West/MOH 705B_Out Patient Summary_Over 5 years.xls,Robert Wathondu,User,1/27/2008 13:30,1/17/2009 9:28
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Kisumu West/MOH 710_Immunization Summary.xls,Robert Wathondu,User,2/7/2008 14:06,1/17/2009 9:35
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Kisumu West/MOH 705B_Out Patient Summary_Over 5 years  2009.xls,Robert Wathondu,owner,1/27/2008 13:30,1/15/2010 8:08
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Kisumu West/DISTRICT WORKLOAD MOH 717.xls,D. Muania,Nevine,8/10/2005 10:27,1/17/2010 15:03
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Kisumu West/MOH 711B_Integrated Summary_Reproductive Health_TB_Malaria_CHANNIS_HIV_AIDS 2010.xls,Samuel,Hp,1/29/2010 16:35,1/10/2011 18:24
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Kisumu West/MOH 105_Service Delivery Summary.xls,Robert Wathondu,owner,2/7/2008 13:50,9/14/2008 20:24
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Kisumu West/MOH 105_Service Delivery Summary AOP61.xls,Samuel Cheburet,user,2/7/2008 13:50,8/1/2011 9:50
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Kisumu West/MOH 711B_Integrated Summary_Reproductive Health_TB_Malaria_CHANNIS_HIV_AIDS.xls,HMIS,User,2/11/2008 10:11,1/17/2009 10:53
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Kisumu West/MOH 718 Inpatient Morbidity And Mortality Monthly Summary.xls,ROOM 37 HIS,Nevine,1/15/2010 22:37,1/30/2010 3:45
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Kisumu West/MOH 705A_Out Patient Summary_Under 5 years 2011.xls,Robert Wathondu,DMOH,1/27/2008 13:30,3/9/2011 8:37
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Kisumu West/MOH 705A_Out Patient Summary_Under 5 years 2010.xls,Robert Wathondu,owner,1/27/2008 13:30,1/10/2011 9:49
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Kisumu West/MOH 105_Service Delivery Summary AOP5.xls,Samuel Cheburet,owner,2/7/2008 13:50,7/17/2010 10:07
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Kisumu West/MOH 705A_Out Patient Summary_Under 5 years.xls,Robert Wathondu,User,1/27/2008 13:30,1/17/2009 9:18
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Kisumu West/MOH 711B_Integrated Summary_Reproductive Health_TB_Malaria_CHANNIS_HIV_AIDS 2011.xls,HMIS,DMOH,2/11/2008 10:11,3/10/2011 6:36
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Kisumu West/INPATIENT ADMINISTRATIVE STATISTICS.xls,D. Muania,Hp,8/9/2005 5:07,1/11/2011 3:21
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Kisumu West/MOH 105_Service Delivery Summary FY08-09.xls,Samuel Cheburet,User,2/7/2008 13:50,9/8/2009 12:59
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Mbeere/MOH 705B_Out Patient Summary_Over 5 years 2011.xls,Robert Wathondu,Samuel,1/27/2008 13:30,1/29/2010 18:05
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Mbeere/CHANIS 2010.xls,MOH-MBEERE,Records,1/27/2008 10:05,11/15/2010 5:43
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Mbeere/MOH 710_Immunization Summary  2009.xls,Robert Wathondu,Records,2/7/2008 14:06,1/19/2010 5:50
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Mbeere/MOH 710_Immunization Summary 2010.xls,Robert Wathondu,Records,2/7/2008 14:06,11/20/2010 15:55
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Mbeere/HOSP%20ADMISNISTRATIVE%20DATA(1).xls,A,Ishiara Sub-District Hosp - Records Dept,10/22/2009 5:20,6/11/2010 11:30
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Mbeere/ISHIARA HOSPITAL WORKLOAD MOH 717.xls,D. Muania,Ishiara Sub-District Hosp - Records Dept,8/10/2005 10:27,6/10/2010 8:30
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Mbeere/Hospital Administarative Statistics 2011.xls,D. Muania,SAMUEL,8/9/2005 5:07,2/2/2011 16:06
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Mbeere/MOH 717 Service Statistics- Workload 2010.xls,D. Muania,Records,8/10/2005 10:27,11/22/2010 6:25
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Mbeere/INPATIENT ADMINISTRATIVE STATISTICS -DISTRICT.xls,D. Muania,Records,8/9/2005 5:07,1/19/2010 5:56
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Mbeere/MOH 105_Service Delivery Summary AOP6.xls,Samuel Cheburet,SAMUEL,2/7/2008 13:50,9/26/2011 7:14
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Mbeere/MOH 717 Service Statistics- Workload 2011.xls,D. Muania,SAMUEL,8/10/2005 10:27,2/2/2011 10:00
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Mbeere/Hospital Administrative Statistics 2011.xls,Not working,,,
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Mbeere/MOH 705A_Out Patient Summary_Under 5 years 2009.xls,Robert Wathondu,Records,1/27/2008 13:30,1/19/2010 5:52
